time,Fx,Fy,Fz,Tx,Ty,Tz
50.18800000,-1.26461156,0.37950410,2.93949213,-0.03784300,0.02453712,-0.00930803
50.19000000,-1.26804842,0.38417998,2.93836636,-0.03763718,0.02452717,-0.00941693
50.19200000,-1.27069096,0.38724244,2.92712519,-0.03806794,0.02443586,-0.00949571
50.19400000,-1.25787308,0.39916361,2.93194629,-0.03797602,0.02447715,-0.00977731
50.19600000,-1.27593322,0.39748448,2.91440286,-0.03790268,0.02433025,-0.00973828
50.19800000,-1.25495719,0.40013742,2.90814153,-0.03754728,0.02427795,-0.00979692
50.20000000,-1.24704684,0.39569121,2.91294717,-0.03751684,0.02431766,-0.00969028
50.20200000,-1.24564275,0.39194428,2.90350095,-0.03776864,0.02424006,-0.00960480
50.20400000,-1.27355788,0.38910062,2.88922548,-0.03753396,0.02411904,-0.00953625
50.20600000,-1.25629375,0.37195355,2.89387606,-0.03758425,0.02415708,-0.00912834
50.20800000,-1.25003579,0.37088439,2.89105840,-0.03745104,0.02413331,-0.00910134
50.21000000,-1.22855794,0.36034019,2.87389977,-0.03760120,0.02399155,-0.00885298
50.21200000,-1.23251670,0.35801396,2.87427161,-0.03750038,0.02399381,-0.00879657
50.21400000,-1.22959111,0.36405947,2.87662016,-0.03715714,0.02401252,-0.00893596
50.21600000,-1.24033202,0.36242322,2.86608345,-0.03748312,0.02392582,-0.00890200
50.21800000,-1.23988446,0.36259899,2.86958364,-0.03724020,0.02395387,-0.00890303
50.22000000,-1.21930030,0.36954692,2.85195406,-0.03722066,0.02380902,-0.00906856
50.22200000,-1.21717276,0.36598508,2.84266474,-0.03708498,0.02373112,-0.00898285
50.22400000,-1.21592025,0.38227093,2.83577471,-0.03682459,0.02367435,-0.00936737
50.22600000,-1.21734553,0.38768925,2.81064806,-0.03667439,0.02346558,-0.00949617
50.22800000,-1.20039723,0.40210311,2.82194082,-0.03658493,0.02356101,-0.00983648
50.23000000,-1.19241279,0.40188728,2.80526986,-0.03665041,0.02342326,-0.00983304
50.23200000,-1.19176393,0.39265009,2.79394577,-0.03608299,0.02332604,-0.00960745
50.23400000,-1.17562288,0.39757678,2.80040492,-0.03619960,0.02338132,-0.00972502
50.23600000,-1.17539603,0.39702211,2.76642278,-0.03611017,0.02309884,-0.00971311
50.23800000,-1.16487531,0.40311981,2.77243474,-0.03602169,0.02314940,-0.00985628
50.24000000,-1.16366239,0.42131743,2.74458039,-0.03585992,0.02291922,-0.01028888
50.24200000,-1.14248915,0.43299513,2.72600470,-0.03564122,0.02276612,-0.01056453
50.24400000,-1.13484609,0.45548194,2.73513377,-0.03533189,0.02284297,-0.01109459
50.24600000,-1.12762147,0.46302167,2.68613728,-0.03495533,0.02243569,-0.01127252
50.24800000,-1.12102272,0.46631239,2.66530399,-0.03477198,0.02226259,-0.01134981
50.25000000,-1.09435227,0.47202470,2.63801325,-0.03471758,0.02203756,-0.01148603
50.25200000,-1.09096072,0.47800561,2.63025345,-0.03413441,0.02197136,-0.01162172
