time,Fx,Fy,Fz,Tx,Ty,Tz
0.676000,0.003282,0.004945,0.010109,-0.000003,-0.000057,-0.000065
0.678000,0.013236,-0.000792,-0.003655,-0.000338,-0.000084,-0.000010
0.680000,-0.000782,0.007521,0.003615,0.000043,0.000133,-0.000033
0.682000,0.007200,0.000516,-0.000090,-0.000004,0.000106,-0.000035
0.684000,-0.002660,-0.005441,-0.006756,-0.000099,-0.000110,-0.000066
0.686000,0.001244,-0.002965,-0.006839,-0.000151,0.000138,-0.000203
0.688000,0.001085,-0.005192,0.013610,0.000289,0.000218,0.000106
0.690000,0.007228,0.007390,0.006787,-0.000002,-0.000006,0.000049
0.692000,0.009329,-0.017101,-0.017373,-0.000241,-0.000191,-0.000041
0.694000,0.003255,-0.006522,-0.003401,0.000049,-0.000086,0.000130
0.696000,-0.000852,0.007743,-0.003051,0.000090,0.000324,-0.000030
0.698000,0.015367,-0.006601,-0.024121,-0.000195,-0.000171,-0.000038
0.700000,0.007195,-0.006452,-0.003467,0.000001,-0.000004,0.000131
0.702000,-0.004753,-0.004245,0.003577,-0.000192,-0.000108,0.000073
0.704000,0.001292,0.001671,-0.006611,0.000143,-0.000035,0.000105
0.706000,0.001401,-0.005665,0.006462,0.000285,-0.000167,-0.000150
0.708000,0.005323,-0.007667,-0.017020,-0.000001,-0.000115,0.000075
0.710000,0.001192,0.001830,-0.006627,-0.000006,0.000216,-0.000060
0.712000,0.001261,0.006319,0.000205,0.000142,0.000020,0.000078
0.714000,-0.000847,-0.006440,0.003481,-0.000193,0.000058,0.000046
0.716000,-0.002683,0.004048,-0.013332,-0.000055,0.000078,-0.000117
0.718000,0.007267,0.002699,0.003273,0.000045,-0.000032,-0.000008
0.720000,0.005393,0.001415,-0.003555,0.000093,-0.000171,-0.000065
0.722000,0.007376,-0.001949,-0.010390,0.000284,-0.000063,-0.000063
0.724000,0.001256,0.001469,0.013490,0.000045,-0.000028,-0.000065
